Item Delivery,RowDesc,Monday of Week,Weekday,mMatrixValue
987-2618-021+TL,Plan Build Qty,06-Jan-25,Wed,
987-2618-021+TL,Plan Build Qty,06-Jan-25,Thu,
987-2618-021+TL,Plan Build Qty,06-Jan-25,Fri,
987-2618-021+TL,Plan Build Qty,06-Jan-25,Sat,
987-2618-021+TL,Plan Build Qty,13-Jan-25,Sun,
987-2618-021+TL,Plan Build Qty,13-Jan-25,Mon,
987-2618-021+TL,Plan Build Qty,13-Jan-25,Tue,
987-2618-021+TL,Plan Build Qty,13-Jan-25,Wed,
987-2618-021+TL,Plan Build Qty,13-Jan-25,Thu,
987-2618-021+TL,Plan Build Qty,13-Jan-25,Fri,
987-2618-021+TL,Plan Build Qty,13-Jan-25,Sat,
987-2618-021+TL,Plan Build Qty,20-Jan-25,Sun,
987-2618-021+TL,Plan Build Qty,20-Jan-25,Mon,
987-2618-021+TL,Plan Build Qty,20-Jan-25,Tue,
987-2618-021+TL,Plan Build Qty,20-Jan-25,Wed,
987-2618-021+TL,Plan Build Qty,20-Jan-25,Thu,
987-2618-021+TL,Plan Build Qty,20-Jan-25,Fri,
987-2618-021+TL,Plan Delivery Qty,23-Dec-24,Sat,
987-2618-021+TL,Plan Delivery Qty,30-Dec-24,Sun,
987-2618-021+TL,Plan Delivery Qty,30-Dec-24,Mon,
987-2618-021+TL,Plan Delivery Qty,30-Dec-24,Tue,
987-2618-021+TL,Plan Delivery Qty,30-Dec-24,Wed,
987-2618-021+TL,Plan Delivery Qty,30-Dec-24,Thu,
987-2618-021+TL,Plan Delivery Qty,30-Dec-24,Fri,21
987-2618-021+TL,Plan Delivery Qty,30-Dec-24,Sat,
987-2618-021+TL,Plan Delivery Qty,06-Jan-25,Sun,
987-2618-021+TL,Plan Delivery Qty,06-Jan-25,Mon,
987-2618-021+TL,Plan Delivery Qty,06-Jan-25,Tue,
987-2618-021+TL,Plan Delivery Qty,06-Jan-25,Wed,
987-2618-021+TL,Plan Delivery Qty,06-Jan-25,Thu,
987-2618-021+TL,Plan Delivery Qty,06-Jan-25,Fri,
987-2618-021+TL,Plan Delivery Qty,06-Jan-25,Sat,
987-2618-021+TL,Plan Delivery Qty,13-Jan-25,Sun,
987-2618-021+TL,Plan Delivery Qty,13-Jan-25,Mon,
987-2618-021+TL,Plan Delivery Qty,13-Jan-25,Tue,
987-2618-021+TL,Plan Delivery Qty,13-Jan-25,Wed,
987-2618-021+TL,Plan Delivery Qty,13-Jan-25,Thu,
987-2618-021+TL,Plan Delivery Qty,13-Jan-25,Fri,
987-2618-021+TL,Plan Delivery Qty,13-Jan-25,Sat,
987-2618-021+TL,Plan Delivery Qty,20-Jan-25,Sun,
987-2618-021+TL,Plan Delivery Qty,20-Jan-25,Mon,
987-2618-021+TL,Plan Delivery Qty,20-Jan-25,Tue,
987-2618-021+TL,Plan Delivery Qty,20-Jan-25,Wed,
987-2618-021+TL,Plan Delivery Qty,20-Jan-25,Thu,
987-2618-021+TL,Plan Delivery Qty,20-Jan-25,Fri,
987-2618-121,Plan Build Qty,23-Dec-24,Sat,
987-2618-121,Plan Build Qty,30-Dec-24,Sun,
987-2618-121,Plan Build Qty,30-Dec-24,Mon,
987-2618-121,Plan Build Qty,30-Dec-24,Tue,
987-2618-121,Plan Build Qty,30-Dec-24,Wed,
987-2618-121,Plan Build Qty,30-Dec-24,Thu,3
987-2618-121,Plan Build Qty,30-Dec-24,Fri,6
987-2618-121,Plan Build Qty,30-Dec-24,Sat,
987-2618-121,Plan Build Qty,06-Jan-25,Sun,
987-2618-121,Plan Build Qty,06-Jan-25,Mon,12
987-2618-121,Plan Build Qty,06-Jan-25,Tue,12
987-2618-121,Plan Build Qty,06-Jan-25,Wed,12
987-2618-121,Plan Build Qty,06-Jan-25,Thu,12
987-2618-121,Plan Build Qty,06-Jan-25,Fri,17
987-2618-121,Plan Build Qty,06-Jan-25,Sat,
987-2618-121,Plan Build Qty,13-Jan-25,Sun,
987-2618-121,Plan Build Qty,13-Jan-25,Mon,24
987-2618-121,Plan Build Qty,13-Jan-25,Tue,24
987-2618-121,Plan Build Qty,13-Jan-25,Wed,24
987-2618-121,Plan Build Qty,13-Jan-25,Thu,24
987-2618-121,Plan Build Qty,13-Jan-25,Fri,24
987-2618-121,Plan Build Qty,13-Jan-25,Sat,
987-2618-121,Plan Build Qty,20-Jan-25,Sun,
987-2618-121,Plan Build Qty,20-Jan-25,Mon,24
987-2618-121,Plan Build Qty,20-Jan-25,Tue,24
987-2618-121,Plan Build Qty,20-Jan-25,Wed,24
987-2618-121,Plan Build Qty,20-Jan-25,Thu,24
987-2618-121,Plan Build Qty,20-Jan-25,Fri,24
987-2618-121,Plan Delivery Qty,23-Dec-24,Sat,
987-2618-121,Plan Delivery Qty,30-Dec-24,Sun,
987-2618-121,Plan Delivery Qty,30-Dec-24,Mon,
987-2618-121,Plan Delivery Qty,30-Dec-24,Tue,
987-2618-121,Plan Delivery Qty,30-Dec-24,Wed,
987-2618-121,Plan Delivery Qty,30-Dec-24,Thu,3
987-2618-121,Plan Delivery Qty,30-Dec-24,Fri,
987-2618-121,Plan Delivery Qty,30-Dec-24,Sat,
987-2618-121,Plan Delivery Qty,06-Jan-25,Sun,
987-2618-121,Plan Delivery Qty,06-Jan-25,Mon,
987-2618-121,Plan Delivery Qty,06-Jan-25,Tue,
987-2618-121,Plan Delivery Qty,06-Jan-25,Wed,
987-2618-121,Plan Delivery Qty,06-Jan-25,Thu,
987-2618-121,Plan Delivery Qty,06-Jan-25,Fri,
987-2618-121,Plan Delivery Qty,06-Jan-25,Sat,
987-2618-121,Plan Delivery Qty,13-Jan-25,Sun,
987-2618-121,Plan Delivery Qty,13-Jan-25,Mon,
987-2618-121,Plan Delivery Qty,13-Jan-25,Tue,
987-2618-121,Plan Delivery Qty,13-Jan-25,Wed,
987-2618-121,Plan Delivery Qty,13-Jan-25,Thu,
987-2618-121,Plan Delivery Qty,13-Jan-25,Fri,6
987-2618-121,Plan Delivery Qty,13-Jan-25,Sat,
987-2618-121,Plan Delivery Qty,20-Jan-25,Sun,
987-2618-121,Plan Delivery Qty,20-Jan-25,Mon,12
987-2618-121,Plan Delivery Qty,20-Jan-25,Tue,12
987-2618-121,Plan Delivery Qty,20-Jan-25,Wed,12
987-2618-121,Plan Delivery Qty,20-Jan-25,Thu,12
987-2618-121,Plan Delivery Qty,20-Jan-25,Fri,17
987-2618-121+TL,Plan Build Qty,23-Dec-24,Sat,
987-2618-121+TL,Plan Build Qty,30-Dec-24,Sun,
987-2618-121+TL,Plan Build Qty,30-Dec-24,Mon,
987-2618-121+TL,Plan Build Qty,30-Dec-24,Tue,
987-2618-121+TL,Plan Build Qty,30-Dec-24,Wed,
987-2618-121+TL,Plan Build Qty,30-Dec-24,Thu,18
987-2618-121+TL,Plan Build Qty,30-Dec-24,Fri,18
987-2618-121+TL,Plan Build Qty,30-Dec-24,Sat,
987-2618-121+TL,Plan Build Qty,06-Jan-25,Sun,
987-2618-121+TL,Plan Build Qty,06-Jan-25,Mon,
987-2618-121+TL,Plan Build Qty,06-Jan-25,Tue,
987-2618-121+TL,Plan Build Qty,06-Jan-25,Wed,
987-2618-121+TL,Plan Build Qty,06-Jan-25,Thu,
987-2618-121+TL,Plan Build Qty,06-Jan-25,Fri,
987-2618-121+TL,Plan Build Qty,06-Jan-25,Sat,
987-2618-121+TL,Plan Build Qty,13-Jan-25,Sun,
987-2618-121+TL,Plan Build Qty,13-Jan-25,Mon,
987-2618-121+TL,Plan Build Qty,13-Jan-25,Tue,
987-2618-121+TL,Plan Build Qty,13-Jan-25,Wed,
987-2618-121+TL,Plan Build Qty,13-Jan-25,Thu,18
987-2618-121+TL,Plan Build Qty,13-Jan-25,Fri,24
987-2618-121+TL,Plan Build Qty,13-Jan-25,Sat,
987-2618-121+TL,Plan Build Qty,20-Jan-25,Sun,
987-2618-121+TL,Plan Build Qty,20-Jan-25,Mon,24
987-2618-121+TL,Plan Build Qty,20-Jan-25,Tue,24
987-2618-121+TL,Plan Build Qty,20-Jan-25,Wed,24
987-2618-121+TL,Plan Build Qty,20-Jan-25,Thu,24
987-2618-121+TL,Plan Build Qty,20-Jan-25,Fri,24
987-2618-121+TL,Plan Delivery Qty,23-Dec-24,Sat,
987-2618-121+TL,Plan Delivery Qty,30-Dec-24,Sun,
987-2618-121+TL,Plan Delivery Qty,30-Dec-24,Mon,
987-2618-121+TL,Plan Delivery Qty,30-Dec-24,Tue,
987-2618-121+TL,Plan Delivery Qty,30-Dec-24,Wed,
987-2618-121+TL,Plan Delivery Qty,30-Dec-24,Thu,
987-2618-121+TL,Plan Delivery Qty,30-Dec-24,Fri,12
987-2618-121+TL,Plan Delivery Qty,30-Dec-24,Sat,12
987-2618-121+TL,Plan Delivery Qty,06-Jan-25,Sun,
987-2618-121+TL,Plan Delivery Qty,06-Jan-25,Mon,
987-2618-121+TL,Plan Delivery Qty,06-Jan-25,Tue,12
987-2618-121+TL,Plan Delivery Qty,06-Jan-25,Wed,12
987-2618-121+TL,Plan Delivery Qty,06-Jan-25,Thu,10
987-2618-121+TL,Plan Delivery Qty,06-Jan-25,Fri,
987-2618-121+TL,Plan Delivery Qty,06-Jan-25,Sat,7
987-2618-121+TL,Plan Delivery Qty,13-Jan-25,Sun,
987-2618-121+TL,Plan Delivery Qty,13-Jan-25,Mon,
987-2618-121+TL,Plan Delivery Qty,13-Jan-25,Tue,18
987-2618-121+TL,Plan Delivery Qty,13-Jan-25,Wed,18
987-2618-121+TL,Plan Delivery Qty,13-Jan-25,Thu,18
987-2618-121+TL,Plan Delivery Qty,13-Jan-25,Fri,17
987-2618-121+TL,Plan Delivery Qty,13-Jan-25,Sat,18
987-2618-121+TL,Plan Delivery Qty,20-Jan-25,Sun,
987-2618-121+TL,Plan Delivery Qty,20-Jan-25,Mon,
987-2618-121+TL,Plan Delivery Qty,20-Jan-25,Tue,18
987-2618-121+TL,Plan Delivery Qty,20-Jan-25,Wed,18
987-2618-121+TL,Plan Delivery Qty,20-Jan-25,Thu,24
987-2618-121+TL,Plan Delivery Qty,20-Jan-25,Fri,18
987-2618-221,Plan Build Qty,23-Dec-24,Sat,
987-2618-221,Plan Build Qty,30-Dec-24,Sun,
987-2618-221,Plan Build Qty,30-Dec-24,Mon,
987-2618-221,Plan Build Qty,30-Dec-24,Tue,
987-2618-221,Plan Build Qty,30-Dec-24,Wed,
987-2618-221,Plan Build Qty,30-Dec-24,Thu,10
987-2618-221,Plan Build Qty,30-Dec-24,Fri,10
987-2618-221,Plan Build Qty,30-Dec-24,Sat,
987-2618-221,Plan Build Qty,06-Jan-25,Sun,
987-2618-221,Plan Build Qty,06-Jan-25,Mon,
987-2618-221,Plan Build Qty,06-Jan-25,Tue,10
987-2618-221,Plan Build Qty,06-Jan-25,Wed,13
987-2618-221,Plan Build Qty,06-Jan-25,Thu,10
987-2618-221,Plan Build Qty,06-Jan-25,Fri,20
987-2618-221,Plan Build Qty,06-Jan-25,Sat,
987-2618-221,Plan Build Qty,13-Jan-25,Sun,
987-2618-221,Plan Build Qty,13-Jan-25,Mon,10
987-2618-221,Plan Build Qty,13-Jan-25,Tue,10
987-2618-221,Plan Build Qty,13-Jan-25,Wed,10
987-2618-221,Plan Build Qty,13-Jan-25,Thu,10
987-2618-221,Plan Build Qty,13-Jan-25,Fri,10
987-2618-221,Plan Build Qty,13-Jan-25,Sat,
987-2618-221,Plan Build Qty,20-Jan-25,Sun,
987-2618-221,Plan Build Qty,20-Jan-25,Mon,10
987-2618-221,Plan Build Qty,20-Jan-25,Tue,10
987-2618-221,Plan Build Qty,20-Jan-25,Wed,10
987-2618-221,Plan Build Qty,20-Jan-25,Thu,10
987-2618-221,Plan Build Qty,20-Jan-25,Fri,10
987-2618-221,Plan Delivery Qty,23-Dec-24,Sat,
987-2618-221,Plan Delivery Qty,30-Dec-24,Sun,
987-2618-221,Plan Delivery Qty,30-Dec-24,Mon,
987-2618-221,Plan Delivery Qty,30-Dec-24,Tue,
987-2618-221,Plan Delivery Qty,30-Dec-24,Wed,
987-2618-221,Plan Delivery Qty,30-Dec-24,Thu,
987-2618-221,Plan Delivery Qty,30-Dec-24,Fri,10
987-2618-221,Plan Delivery Qty,30-Dec-24,Sat,10
987-2618-221,Plan Delivery Qty,06-Jan-25,Sun,
987-2618-221,Plan Delivery Qty,06-Jan-25,Mon,
987-2618-221,Plan Delivery Qty,06-Jan-25,Tue,10
987-2618-221,Plan Delivery Qty,06-Jan-25,Wed,10
987-2618-221,Plan Delivery Qty,06-Jan-25,Thu,
987-2618-221,Plan Delivery Qty,06-Jan-25,Fri,10
987-2618-221,Plan Delivery Qty,06-Jan-25,Sat,10
987-2618-221,Plan Delivery Qty,13-Jan-25,Sun,
987-2618-221,Plan Delivery Qty,13-Jan-25,Mon,
987-2618-221,Plan Delivery Qty,13-Jan-25,Tue,6
987-2618-221,Plan Delivery Qty,13-Jan-25,Wed,20
987-2618-221,Plan Delivery Qty,13-Jan-25,Thu,10
987-2618-221,Plan Delivery Qty,13-Jan-25,Fri,10
987-2618-221,Plan Delivery Qty,13-Jan-25,Sat,
987-2618-221,Plan Delivery Qty,20-Jan-25,Sun,
987-2618-221,Plan Delivery Qty,20-Jan-25,Mon,
987-2618-221,Plan Delivery Qty,20-Jan-25,Tue,10
987-2618-221,Plan Delivery Qty,20-Jan-25,Wed,13
987-2618-221,Plan Delivery Qty,20-Jan-25,Thu,10
987-2618-221,Plan Delivery Qty,20-Jan-25,Fri,20
987-2618-221+TL,Plan Build Qty,23-Dec-24,Sat,
987-2618-221+TL,Plan Build Qty,30-Dec-24,Sun,
987-2618-221+TL,Plan Build Qty,30-Dec-24,Mon,
987-2618-221+TL,Plan Build Qty,30-Dec-24,Tue,
987-2618-221+TL,Plan Build Qty,30-Dec-24,Wed,
987-2618-221+TL,Plan Build Qty,30-Dec-24,Thu,10
987-2618-221+TL,Plan Build Qty,30-Dec-24,Fri,10
987-2618-221+TL,Plan Build Qty,30-Dec-24,Sat,
987-2618-221+TL,Plan Build Qty,06-Jan-25,Sun,
987-2618-221+TL,Plan Build Qty,06-Jan-25,Mon,9
987-2618-221+TL,Plan Build Qty,06-Jan-25,Tue,10
987-2618-221+TL,Plan Build Qty,06-Jan-25,Wed,10
987-2618-221+TL,Plan Build Qty,06-Jan-25,Thu,10
987-2618-221+TL,Plan Build Qty,06-Jan-25,Fri,10
987-2618-221+TL,Plan Build Qty,06-Jan-25,Sat,
987-2618-221+TL,Plan Build Qty,13-Jan-25,Sun,
987-2618-221+TL,Plan Build Qty,13-Jan-25,Mon,10
987-2618-221+TL,Plan Build Qty,13-Jan-25,Tue,10
987-2618-221+TL,Plan Build Qty,13-Jan-25,Wed,10
987-2618-221+TL,Plan Build Qty,13-Jan-25,Thu,10
987-2618-221+TL,Plan Build Qty,13-Jan-25,Fri,10
987-2618-221+TL,Plan Build Qty,13-Jan-25,Sat,
987-2618-221+TL,Plan Build Qty,20-Jan-25,Sun,
987-2618-221+TL,Plan Build Qty,20-Jan-25,Mon,10
987-2618-221+TL,Plan Build Qty,20-Jan-25,Tue,10
987-2618-221+TL,Plan Build Qty,20-Jan-25,Wed,10
987-2618-221+TL,Plan Build Qty,20-Jan-25,Thu,10
987-2618-221+TL,Plan Build Qty,20-Jan-25,Fri,10
987-2618-221+TL,Plan Delivery Qty,23-Dec-24,Sat,
987-2618-221+TL,Plan Delivery Qty,30-Dec-24,Sun,
987-2618-221+TL,Plan Delivery Qty,30-Dec-24,Mon,
987-2618-221+TL,Plan Delivery Qty,30-Dec-24,Tue,
987-2618-221+TL,Plan Delivery Qty,30-Dec-24,Wed,
987-2618-221+TL,Plan Delivery Qty,30-Dec-24,Thu,
987-2618-221+TL,Plan Delivery Qty,30-Dec-24,Fri,2
987-2618-221+TL,Plan Delivery Qty,30-Dec-24,Sat,2
987-2618-221+TL,Plan Delivery Qty,06-Jan-25,Sun,
987-2618-221+TL,Plan Delivery Qty,06-Jan-25,Mon,
987-2618-221+TL,Plan Delivery Qty,06-Jan-25,Tue,2
987-2618-221+TL,Plan Delivery Qty,06-Jan-25,Wed,3
987-2618-221+TL,Plan Delivery Qty,06-Jan-25,Thu,3
987-2618-221+TL,Plan Delivery Qty,06-Jan-25,Fri,2
987-2618-221+TL,Plan Delivery Qty,06-Jan-25,Sat,8
987-2618-221+TL,Plan Delivery Qty,13-Jan-25,Sun,
987-2618-221+TL,Plan Delivery Qty,13-Jan-25,Mon,
987-2618-221+TL,Plan Delivery Qty,13-Jan-25,Tue,1
987-2618-221+TL,Plan Delivery Qty,13-Jan-25,Wed,3
987-2618-221+TL,Plan Delivery Qty,13-Jan-25,Thu,5
987-2618-221+TL,Plan Delivery Qty,13-Jan-25,Fri,2
987-2618-221+TL,Plan Delivery Qty,13-Jan-25,Sat,10
987-2618-221+TL,Plan Delivery Qty,20-Jan-25,Sun,
987-2618-221+TL,Plan Delivery Qty,20-Jan-25,Mon,
987-2618-221+TL,Plan Delivery Qty,20-Jan-25,Tue,10
987-2618-221+TL,Plan Delivery Qty,20-Jan-25,Wed,10
987-2618-221+TL,Plan Delivery Qty,20-Jan-25,Thu,2
987-2618-221+TL,Plan Delivery Qty,20-Jan-25,Fri,10
987-2618-321,Plan Build Qty,23-Dec-24,Sat,
987-2618-321,Plan Build Qty,30-Dec-24,Sun,
987-2618-321,Plan Build Qty,30-Dec-24,Mon,
987-2618-321,Plan Build Qty,30-Dec-24,Tue,
987-2618-321,Plan Build Qty,30-Dec-24,Wed,
987-2618-321,Plan Build Qty,30-Dec-24,Thu,45
987-2618-321,Plan Build Qty,30-Dec-24,Fri,20
987-2618-321,Plan Build Qty,30-Dec-24,Sat,
987-2618-321,Plan Build Qty,06-Jan-25,Sun,
987-2618-321,Plan Build Qty,06-Jan-25,Mon,20
987-2618-321,Plan Build Qty,06-Jan-25,Tue,20
987-2618-321,Plan Build Qty,06-Jan-25,Wed,20
987-2618-321,Plan Build Qty,06-Jan-25,Thu,20
987-2618-321,Plan Build Qty,06-Jan-25,Fri,44
987-2618-321,Plan Build Qty,06-Jan-25,Sat,
987-2618-321,Plan Build Qty,13-Jan-25,Sun,
987-2618-321,Plan Build Qty,13-Jan-25,Mon,20
987-2618-321,Plan Build Qty,13-Jan-25,Tue,20
987-2618-321,Plan Build Qty,13-Jan-25,Wed,20
987-2618-321,Plan Build Qty,13-Jan-25,Thu,20
987-2618-321,Plan Build Qty,13-Jan-25,Fri,25
987-2618-321,Plan Build Qty,13-Jan-25,Sat,
987-2618-321,Plan Build Qty,20-Jan-25,Sun,
987-2618-321,Plan Build Qty,20-Jan-25,Mon,20
987-2618-321,Plan Build Qty,20-Jan-25,Tue,20
987-2618-321,Plan Build Qty,20-Jan-25,Wed,20
987-2618-321,Plan Build Qty,20-Jan-25,Thu,20
987-2618-321,Plan Build Qty,20-Jan-25,Fri,20
987-2618-321,Plan Delivery Qty,23-Dec-24,Sat,
987-2618-321,Plan Delivery Qty,30-Dec-24,Sun,
987-2618-321,Plan Delivery Qty,30-Dec-24,Mon,
987-2618-321,Plan Delivery Qty,30-Dec-24,Tue,
987-2618-321,Plan Delivery Qty,30-Dec-24,Wed,
987-2618-321,Plan Delivery Qty,30-Dec-24,Thu,
987-2618-321,Plan Delivery Qty,30-Dec-24,Fri,24
987-2618-321,Plan Delivery Qty,30-Dec-24,Sat,24
987-2618-321,Plan Delivery Qty,06-Jan-25,Sun,
987-2618-321,Plan Delivery Qty,06-Jan-25,Mon,
987-2618-321,Plan Delivery Qty,06-Jan-25,Tue,5
987-2618-321,Plan Delivery Qty,06-Jan-25,Wed,12
987-2618-321,Plan Delivery Qty,06-Jan-25,Thu,24
987-2618-321,Plan Delivery Qty,06-Jan-25,Fri,24
987-2618-321,Plan Delivery Qty,06-Jan-25,Sat,24
987-2618-321,Plan Delivery Qty,13-Jan-25,Sun,
987-2618-321,Plan Delivery Qty,13-Jan-25,Mon,
987-2618-321,Plan Delivery Qty,13-Jan-25,Tue,29
987-2618-321,Plan Delivery Qty,13-Jan-25,Wed,44
987-2618-321,Plan Delivery Qty,13-Jan-25,Thu,20
987-2618-321,Plan Delivery Qty,13-Jan-25,Fri,20
987-2618-321,Plan Delivery Qty,13-Jan-25,Sat,
987-2618-321,Plan Delivery Qty,20-Jan-25,Sun,
987-2618-321,Plan Delivery Qty,20-Jan-25,Mon,20
987-2618-321,Plan Delivery Qty,20-Jan-25,Tue,20
987-2618-321,Plan Delivery Qty,20-Jan-25,Wed,20
987-2618-321,Plan Delivery Qty,20-Jan-25,Thu,20
987-2618-321,Plan Delivery Qty,20-Jan-25,Fri,44
987-2618-321+TL,Plan Build Qty,23-Dec-24,Sat,
987-2618-321+TL,Plan Build Qty,30-Dec-24,Sun,
987-2618-321+TL,Plan Build Qty,30-Dec-24,Mon,
987-2618-321+TL,Plan Build Qty,30-Dec-24,Tue,
987-2618-321+TL,Plan Build Qty,30-Dec-24,Wed,
987-2618-321+TL,Plan Build Qty,30-Dec-24,Thu,30
987-2618-321+TL,Plan Build Qty,30-Dec-24,Fri,40
987-2618-321+TL,Plan Build Qty,30-Dec-24,Sat,
987-2618-321+TL,Plan Build Qty,06-Jan-25,Sun,
987-2618-321+TL,Plan Build Qty,06-Jan-25,Mon,20
987-2618-321+TL,Plan Build Qty,06-Jan-25,Tue,20
987-2618-321+TL,Plan Build Qty,06-Jan-25,Wed,20
987-2618-321+TL,Plan Build Qty,06-Jan-25,Thu,20
987-2618-321+TL,Plan Build Qty,06-Jan-25,Fri,20
987-2618-321+TL,Plan Build Qty,06-Jan-25,Sat,
987-2618-321+TL,Plan Build Qty,13-Jan-25,Sun,
987-2618-321+TL,Plan Build Qty,13-Jan-25,Mon,20
987-2618-321+TL,Plan Build Qty,13-Jan-25,Tue,20
987-2618-321+TL,Plan Build Qty,13-Jan-25,Wed,20
987-2618-321+TL,Plan Build Qty,13-Jan-25,Thu,20
987-2618-321+TL,Plan Build Qty,13-Jan-25,Fri,20
987-2618-321+TL,Plan Build Qty,13-Jan-25,Sat,
987-2618-321+TL,Plan Build Qty,20-Jan-25,Sun,
987-2618-321+TL,Plan Build Qty,20-Jan-25,Mon,20
987-2618-321+TL,Plan Build Qty,20-Jan-25,Tue,20
987-2618-321+TL,Plan Build Qty,20-Jan-25,Wed,20
987-2618-321+TL,Plan Build Qty,20-Jan-25,Thu,20
987-2618-321+TL,Plan Build Qty,20-Jan-25,Fri,20
987-2618-321+TL,Plan Delivery Qty,23-Dec-24,Sat,
987-2618-321+TL,Plan Delivery Qty,30-Dec-24,Sun,
987-2618-321+TL,Plan Delivery Qty,30-Dec-24,Mon,
987-2618-321+TL,Plan Delivery Qty,30-Dec-24,Tue,
987-2618-321+TL,Plan Delivery Qty,30-Dec-24,Wed,
987-2618-321+TL,Plan Delivery Qty,30-Dec-24,Thu,
987-2618-321+TL,Plan Delivery Qty,30-Dec-24,Fri,3
987-2618-321+TL,Plan Delivery Qty,30-Dec-24,Sat,1
987-2618-321+TL,Plan Delivery Qty,06-Jan-25,Sun,
987-2618-321+TL,Plan Delivery Qty,06-Jan-25,Mon,
987-2618-321+TL,Plan Delivery Qty,06-Jan-25,Tue,2
987-2618-321+TL,Plan Delivery Qty,06-Jan-25,Wed,1
987-2618-321+TL,Plan Delivery Qty,06-Jan-25,Thu,6
987-2618-321+TL,Plan Delivery Qty,06-Jan-25,Fri,6
987-2618-321+TL,Plan Delivery Qty,06-Jan-25,Sat,6
987-2618-321+TL,Plan Delivery Qty,13-Jan-25,Sun,
987-2618-321+TL,Plan Delivery Qty,13-Jan-25,Mon,
987-2618-321+TL,Plan Delivery Qty,13-Jan-25,Tue,3
987-2618-321+TL,Plan Delivery Qty,13-Jan-25,Wed,5
987-2618-321+TL,Plan Delivery Qty,13-Jan-25,Thu,4
987-2618-321+TL,Plan Delivery Qty,13-Jan-25,Fri,2
987-2618-321+TL,Plan Delivery Qty,13-Jan-25,Sat,4
987-2618-321+TL,Plan Delivery Qty,20-Jan-25,Sun,
987-2618-321+TL,Plan Delivery Qty,20-Jan-25,Mon,
987-2618-321+TL,Plan Delivery Qty,20-Jan-25,Tue,6
987-2618-321+TL,Plan Delivery Qty,20-Jan-25,Wed,3
987-2618-321+TL,Plan Delivery Qty,20-Jan-25,Thu,10
987-2618-321+TL,Plan Delivery Qty,20-Jan-25,Fri,30
987-3594-100,Plan Build Qty,23-Dec-24,Sat,
987-3594-100,Plan Build Qty,30-Dec-24,Sun,
987-3594-100,Plan Build Qty,30-Dec-24,Mon,
987-3594-100,Plan Build Qty,30-Dec-24,Tue,
987-3594-100,Plan Build Qty,30-Dec-24,Wed,
987-3594-100,Plan Build Qty,30-Dec-24,Thu,
987-3594-100,Plan Build Qty,30-Dec-24,Fri,
987-3594-100,Plan Build Qty,30-Dec-24,Sat,
987-3594-100,Plan Build Qty,06-Jan-25,Sun,
987-3594-100,Plan Build Qty,06-Jan-25,Mon,
987-3594-100,Plan Build Qty,06-Jan-25,Tue,
987-3594-100,Plan Build Qty,06-Jan-25,Wed,
987-3594-100,Plan Build Qty,06-Jan-25,Thu,
987-3594-100,Plan Build Qty,06-Jan-25,Fri,
987-3594-100,Plan Build Qty,06-Jan-25,Sat,
987-3594-100,Plan Build Qty,13-Jan-25,Sun,
987-3594-100,Plan Build Qty,13-Jan-25,Mon,
987-3594-100,Plan Build Qty,13-Jan-25,Tue,
987-3594-100,Plan Build Qty,13-Jan-25,Wed,
987-3594-100,Plan Build Qty,13-Jan-25,Thu,
987-3594-100,Plan Build Qty,13-Jan-25,Fri,
987-3594-100,Plan Build Qty,13-Jan-25,Sat,
987-3594-100,Plan Build Qty,20-Jan-25,Sun,
987-3594-100,Plan Build Qty,20-Jan-25,Mon,
987-3594-100,Plan Build Qty,20-Jan-25,Tue,
987-3594-100,Plan Build Qty,20-Jan-25,Wed,
987-3594-100,Plan Build Qty,20-Jan-25,Thu,
987-3594-100,Plan Build Qty,20-Jan-25,Fri,
987-3594-100,Plan Delivery Qty,23-Dec-24,Sat,
987-3594-100,Plan Delivery Qty,30-Dec-24,Sun,
987-3594-100,Plan Delivery Qty,30-Dec-24,Mon,
987-3594-100,Plan Delivery Qty,30-Dec-24,Tue,
987-3594-100,Plan Delivery Qty,30-Dec-24,Wed,
987-3594-100,Plan Delivery Qty,30-Dec-24,Thu,
987-3594-100,Plan Delivery Qty,30-Dec-24,Fri,
987-3594-100,Plan Delivery Qty,30-Dec-24,Sat,
987-3594-100,Plan Delivery Qty,06-Jan-25,Sun,
987-3594-100,Plan Delivery Qty,06-Jan-25,Mon,
987-3594-100,Plan Delivery Qty,06-Jan-25,Tue,
987-3594-100,Plan Delivery Qty,06-Jan-25,Wed,
987-3594-100,Plan Delivery Qty,06-Jan-25,Thu,
987-3594-100,Plan Delivery Qty,06-Jan-25,Fri,
987-3594-100,Plan Delivery Qty,06-Jan-25,Sat,
987-3594-100,Plan Delivery Qty,13-Jan-25,Sun,
987-3594-100,Plan Delivery Qty,13-Jan-25,Mon,
987-3594-100,Plan Delivery Qty,13-Jan-25,Tue,
987-3594-100,Plan Delivery Qty,13-Jan-25,Wed,
987-3594-100,Plan Delivery Qty,13-Jan-25,Thu,
987-3594-100,Plan Delivery Qty,13-Jan-25,Fri,
987-3594-100,Plan Delivery Qty,13-Jan-25,Sat,
987-3594-100,Plan Delivery Qty,20-Jan-25,Sun,
987-3594-100,Plan Delivery Qty,20-Jan-25,Mon,
987-3594-100,Plan Delivery Qty,20-Jan-25,Tue,
987-3594-100,Plan Delivery Qty,20-Jan-25,Wed,
987-3594-100,Plan Delivery Qty,20-Jan-25,Thu,
987-3594-100,Plan Delivery Qty,20-Jan-25,Fri,
987-3594-110,Plan Build Qty,23-Dec-24,Sat,
