Item Delivery,RowDesc,Monday of Week,Weekday,mMatrixValue
822-2062-001,Plan Delivery Qty,06-Jan-25,Wed,
822-2062-001,Plan Delivery Qty,06-Jan-25,Thu,
822-2062-001,Plan Delivery Qty,06-Jan-25,Fri,
822-2062-001,Plan Delivery Qty,06-Jan-25,Sat,
822-2062-001,Plan Delivery Qty,13-Jan-25,Sun,
822-2062-001,Plan Delivery Qty,13-Jan-25,Mon,
822-2062-001,Plan Delivery Qty,13-Jan-25,Tue,
822-2062-001,Plan Delivery Qty,13-Jan-25,Wed,
822-2062-001,Plan Delivery Qty,13-Jan-25,Thu,
822-2062-001,Plan Delivery Qty,13-Jan-25,Fri,
822-2062-001,Plan Delivery Qty,13-Jan-25,Sat,
822-2062-001,Plan Delivery Qty,20-Jan-25,Sun,
822-2062-001,Plan Delivery Qty,20-Jan-25,Mon,
822-2062-001,Plan Delivery Qty,20-Jan-25,Tue,
822-2062-001,Plan Delivery Qty,20-Jan-25,Wed,
822-2062-001,Plan Delivery Qty,20-Jan-25,Thu,
822-2062-001,Plan Delivery Qty,20-Jan-25,Fri,
822-2062-105,Plan Build Qty,23-Dec-24,Sat,
822-2062-105,Plan Build Qty,30-Dec-24,Sun,
822-2062-105,Plan Build Qty,30-Dec-24,Mon,
822-2062-105,Plan Build Qty,30-Dec-24,Tue,
822-2062-105,Plan Build Qty,30-Dec-24,Wed,
822-2062-105,Plan Build Qty,30-Dec-24,Thu,
822-2062-105,Plan Build Qty,30-Dec-24,Fri,
822-2062-105,Plan Build Qty,30-Dec-24,Sat,
822-2062-105,Plan Build Qty,06-Jan-25,Sun,
822-2062-105,Plan Build Qty,06-Jan-25,Mon,
822-2062-105,Plan Build Qty,06-Jan-25,Tue,
822-2062-105,Plan Build Qty,06-Jan-25,Wed,
822-2062-105,Plan Build Qty,06-Jan-25,Thu,
822-2062-105,Plan Build Qty,06-Jan-25,Fri,
822-2062-105,Plan Build Qty,06-Jan-25,Sat,
822-2062-105,Plan Build Qty,13-Jan-25,Sun,
822-2062-105,Plan Build Qty,13-Jan-25,Mon,
822-2062-105,Plan Build Qty,13-Jan-25,Tue,
822-2062-105,Plan Build Qty,13-Jan-25,Wed,
822-2062-105,Plan Build Qty,13-Jan-25,Thu,
822-2062-105,Plan Build Qty,13-Jan-25,Fri,
822-2062-105,Plan Build Qty,13-Jan-25,Sat,
822-2062-105,Plan Build Qty,20-Jan-25,Sun,
822-2062-105,Plan Build Qty,20-Jan-25,Mon,
822-2062-105,Plan Build Qty,20-Jan-25,Tue,
822-2062-105,Plan Build Qty,20-Jan-25,Wed,
822-2062-105,Plan Build Qty,20-Jan-25,Thu,
822-2062-105,Plan Build Qty,20-Jan-25,Fri,
822-2062-105,Plan Delivery Qty,23-Dec-24,Sat,
822-2062-105,Plan Delivery Qty,30-Dec-24,Sun,
822-2062-105,Plan Delivery Qty,30-Dec-24,Mon,
822-2062-105,Plan Delivery Qty,30-Dec-24,Tue,
822-2062-105,Plan Delivery Qty,30-Dec-24,Wed,
822-2062-105,Plan Delivery Qty,30-Dec-24,Thu,
822-2062-105,Plan Delivery Qty,30-Dec-24,Fri,
822-2062-105,Plan Delivery Qty,30-Dec-24,Sat,
822-2062-105,Plan Delivery Qty,06-Jan-25,Sun,
822-2062-105,Plan Delivery Qty,06-Jan-25,Mon,
822-2062-105,Plan Delivery Qty,06-Jan-25,Tue,
822-2062-105,Plan Delivery Qty,06-Jan-25,Wed,
822-2062-105,Plan Delivery Qty,06-Jan-25,Thu,
822-2062-105,Plan Delivery Qty,06-Jan-25,Fri,
822-2062-105,Plan Delivery Qty,06-Jan-25,Sat,
822-2062-105,Plan Delivery Qty,13-Jan-25,Sun,
822-2062-105,Plan Delivery Qty,13-Jan-25,Mon,
822-2062-105,Plan Delivery Qty,13-Jan-25,Tue,
822-2062-105,Plan Delivery Qty,13-Jan-25,Wed,
822-2062-105,Plan Delivery Qty,13-Jan-25,Thu,
822-2062-105,Plan Delivery Qty,13-Jan-25,Fri,
822-2062-105,Plan Delivery Qty,13-Jan-25,Sat,
822-2062-105,Plan Delivery Qty,20-Jan-25,Sun,
822-2062-105,Plan Delivery Qty,20-Jan-25,Mon,
822-2062-105,Plan Delivery Qty,20-Jan-25,Tue,
822-2062-105,Plan Delivery Qty,20-Jan-25,Wed,
822-2062-105,Plan Delivery Qty,20-Jan-25,Thu,
822-2062-105,Plan Delivery Qty,20-Jan-25,Fri,
822-2093-002,Plan Build Qty,23-Dec-24,Sat,
822-2093-002,Plan Build Qty,30-Dec-24,Sun,
822-2093-002,Plan Build Qty,30-Dec-24,Mon,
822-2093-002,Plan Build Qty,30-Dec-24,Tue,
822-2093-002,Plan Build Qty,30-Dec-24,Wed,
822-2093-002,Plan Build Qty,30-Dec-24,Thu,
822-2093-002,Plan Build Qty,30-Dec-24,Fri,
822-2093-002,Plan Build Qty,30-Dec-24,Sat,
822-2093-002,Plan Build Qty,06-Jan-25,Sun,
822-2093-002,Plan Build Qty,06-Jan-25,Mon,
822-2093-002,Plan Build Qty,06-Jan-25,Tue,
822-2093-002,Plan Build Qty,06-Jan-25,Wed,
822-2093-002,Plan Build Qty,06-Jan-25,Thu,
822-2093-002,Plan Build Qty,06-Jan-25,Fri,
822-2093-002,Plan Build Qty,06-Jan-25,Sat,
822-2093-002,Plan Build Qty,13-Jan-25,Sun,
822-2093-002,Plan Build Qty,13-Jan-25,Mon,
822-2093-002,Plan Build Qty,13-Jan-25,Tue,
822-2093-002,Plan Build Qty,13-Jan-25,Wed,
822-2093-002,Plan Build Qty,13-Jan-25,Thu,
822-2093-002,Plan Build Qty,13-Jan-25,Fri,
822-2093-002,Plan Build Qty,13-Jan-25,Sat,
822-2093-002,Plan Build Qty,20-Jan-25,Sun,
822-2093-002,Plan Build Qty,20-Jan-25,Mon,
822-2093-002,Plan Build Qty,20-Jan-25,Tue,
822-2093-002,Plan Build Qty,20-Jan-25,Wed,
822-2093-002,Plan Build Qty,20-Jan-25,Thu,
822-2093-002,Plan Build Qty,20-Jan-25,Fri,
822-2093-002,Plan Delivery Qty,23-Dec-24,Sat,
822-2093-002,Plan Delivery Qty,30-Dec-24,Sun,
822-2093-002,Plan Delivery Qty,30-Dec-24,Mon,
822-2093-002,Plan Delivery Qty,30-Dec-24,Tue,
822-2093-002,Plan Delivery Qty,30-Dec-24,Wed,
822-2093-002,Plan Delivery Qty,30-Dec-24,Thu,
822-2093-002,Plan Delivery Qty,30-Dec-24,Fri,
822-2093-002,Plan Delivery Qty,30-Dec-24,Sat,
822-2093-002,Plan Delivery Qty,06-Jan-25,Sun,
822-2093-002,Plan Delivery Qty,06-Jan-25,Mon,
822-2093-002,Plan Delivery Qty,06-Jan-25,Tue,
822-2093-002,Plan Delivery Qty,06-Jan-25,Wed,
822-2093-002,Plan Delivery Qty,06-Jan-25,Thu,
822-2093-002,Plan Delivery Qty,06-Jan-25,Fri,
822-2093-002,Plan Delivery Qty,06-Jan-25,Sat,
822-2093-002,Plan Delivery Qty,13-Jan-25,Sun,
822-2093-002,Plan Delivery Qty,13-Jan-25,Mon,
822-2093-002,Plan Delivery Qty,13-Jan-25,Tue,
822-2093-002,Plan Delivery Qty,13-Jan-25,Wed,
822-2093-002,Plan Delivery Qty,13-Jan-25,Thu,
822-2093-002,Plan Delivery Qty,13-Jan-25,Fri,
822-2093-002,Plan Delivery Qty,13-Jan-25,Sat,
822-2093-002,Plan Delivery Qty,20-Jan-25,Sun,
822-2093-002,Plan Delivery Qty,20-Jan-25,Mon,
822-2093-002,Plan Delivery Qty,20-Jan-25,Tue,
822-2093-002,Plan Delivery Qty,20-Jan-25,Wed,
822-2093-002,Plan Delivery Qty,20-Jan-25,Thu,
822-2093-002,Plan Delivery Qty,20-Jan-25,Fri,
822-2093-103,Plan Build Qty,23-Dec-24,Sat,
822-2093-103,Plan Build Qty,30-Dec-24,Sun,
822-2093-103,Plan Build Qty,30-Dec-24,Mon,
822-2093-103,Plan Build Qty,30-Dec-24,Tue,
822-2093-103,Plan Build Qty,30-Dec-24,Wed,
822-2093-103,Plan Build Qty,30-Dec-24,Thu,
822-2093-103,Plan Build Qty,30-Dec-24,Fri,
822-2093-103,Plan Build Qty,30-Dec-24,Sat,
822-2093-103,Plan Build Qty,06-Jan-25,Sun,
822-2093-103,Plan Build Qty,06-Jan-25,Mon,
822-2093-103,Plan Build Qty,06-Jan-25,Tue,
822-2093-103,Plan Build Qty,06-Jan-25,Wed,
822-2093-103,Plan Build Qty,06-Jan-25,Thu,
822-2093-103,Plan Build Qty,06-Jan-25,Fri,
822-2093-103,Plan Build Qty,06-Jan-25,Sat,
822-2093-103,Plan Build Qty,13-Jan-25,Sun,
822-2093-103,Plan Build Qty,13-Jan-25,Mon,
822-2093-103,Plan Build Qty,13-Jan-25,Tue,
822-2093-103,Plan Build Qty,13-Jan-25,Wed,
822-2093-103,Plan Build Qty,13-Jan-25,Thu,
822-2093-103,Plan Build Qty,13-Jan-25,Fri,
822-2093-103,Plan Build Qty,13-Jan-25,Sat,
822-2093-103,Plan Build Qty,20-Jan-25,Sun,
822-2093-103,Plan Build Qty,20-Jan-25,Mon,
822-2093-103,Plan Build Qty,20-Jan-25,Tue,
822-2093-103,Plan Build Qty,20-Jan-25,Wed,
822-2093-103,Plan Build Qty,20-Jan-25,Thu,
822-2093-103,Plan Build Qty,20-Jan-25,Fri,
822-2093-103,Plan Delivery Qty,23-Dec-24,Sat,
822-2093-103,Plan Delivery Qty,30-Dec-24,Sun,
822-2093-103,Plan Delivery Qty,30-Dec-24,Mon,
822-2093-103,Plan Delivery Qty,30-Dec-24,Tue,
822-2093-103,Plan Delivery Qty,30-Dec-24,Wed,
822-2093-103,Plan Delivery Qty,30-Dec-24,Thu,
822-2093-103,Plan Delivery Qty,30-Dec-24,Fri,
822-2093-103,Plan Delivery Qty,30-Dec-24,Sat,
822-2093-103,Plan Delivery Qty,06-Jan-25,Sun,
822-2093-103,Plan Delivery Qty,06-Jan-25,Mon,
822-2093-103,Plan Delivery Qty,06-Jan-25,Tue,
822-2093-103,Plan Delivery Qty,06-Jan-25,Wed,
822-2093-103,Plan Delivery Qty,06-Jan-25,Thu,
822-2093-103,Plan Delivery Qty,06-Jan-25,Fri,
822-2093-103,Plan Delivery Qty,06-Jan-25,Sat,
822-2093-103,Plan Delivery Qty,13-Jan-25,Sun,
822-2093-103,Plan Delivery Qty,13-Jan-25,Mon,
822-2093-103,Plan Delivery Qty,13-Jan-25,Tue,
822-2093-103,Plan Delivery Qty,13-Jan-25,Wed,
822-2093-103,Plan Delivery Qty,13-Jan-25,Thu,
822-2093-103,Plan Delivery Qty,13-Jan-25,Fri,
822-2093-103,Plan Delivery Qty,13-Jan-25,Sat,
822-2093-103,Plan Delivery Qty,20-Jan-25,Sun,
822-2093-103,Plan Delivery Qty,20-Jan-25,Mon,
822-2093-103,Plan Delivery Qty,20-Jan-25,Tue,
822-2093-103,Plan Delivery Qty,20-Jan-25,Wed,
822-2093-103,Plan Delivery Qty,20-Jan-25,Thu,
822-2093-103,Plan Delivery Qty,20-Jan-25,Fri,
822-2093-104,Plan Build Qty,23-Dec-24,Sat,
822-2093-104,Plan Build Qty,30-Dec-24,Sun,
822-2093-104,Plan Build Qty,30-Dec-24,Mon,
822-2093-104,Plan Build Qty,30-Dec-24,Tue,
822-2093-104,Plan Build Qty,30-Dec-24,Wed,
822-2093-104,Plan Build Qty,30-Dec-24,Thu,305
822-2093-104,Plan Build Qty,30-Dec-24,Fri,80
822-2093-104,Plan Build Qty,30-Dec-24,Sat,
822-2093-104,Plan Build Qty,06-Jan-25,Sun,
822-2093-104,Plan Build Qty,06-Jan-25,Mon,80
822-2093-104,Plan Build Qty,06-Jan-25,Tue,80
822-2093-104,Plan Build Qty,06-Jan-25,Wed,80
822-2093-104,Plan Build Qty,06-Jan-25,Thu,80
822-2093-104,Plan Build Qty,06-Jan-25,Fri,80
822-2093-104,Plan Build Qty,06-Jan-25,Sat,
822-2093-104,Plan Build Qty,13-Jan-25,Sun,
822-2093-104,Plan Build Qty,13-Jan-25,Mon,80
822-2093-104,Plan Build Qty,13-Jan-25,Tue,80
822-2093-104,Plan Build Qty,13-Jan-25,Wed,80
822-2093-104,Plan Build Qty,13-Jan-25,Thu,80
822-2093-104,Plan Build Qty,13-Jan-25,Fri,80
822-2093-104,Plan Build Qty,13-Jan-25,Sat,
822-2093-104,Plan Build Qty,20-Jan-25,Sun,
822-2093-104,Plan Build Qty,20-Jan-25,Mon,80
822-2093-104,Plan Build Qty,20-Jan-25,Tue,80
822-2093-104,Plan Build Qty,20-Jan-25,Wed,80
822-2093-104,Plan Build Qty,20-Jan-25,Thu,80
822-2093-104,Plan Build Qty,20-Jan-25,Fri,80
822-2093-104,Plan Delivery Qty,23-Dec-24,Sat,
822-2093-104,Plan Delivery Qty,30-Dec-24,Sun,
822-2093-104,Plan Delivery Qty,30-Dec-24,Mon,
822-2093-104,Plan Delivery Qty,30-Dec-24,Tue,
822-2093-104,Plan Delivery Qty,30-Dec-24,Wed,
822-2093-104,Plan Delivery Qty,30-Dec-24,Thu,
822-2093-104,Plan Delivery Qty,30-Dec-24,Fri,65
822-2093-104,Plan Delivery Qty,30-Dec-24,Sat,
822-2093-104,Plan Delivery Qty,06-Jan-25,Sun,
822-2093-104,Plan Delivery Qty,06-Jan-25,Mon,80
822-2093-104,Plan Delivery Qty,06-Jan-25,Tue,80
822-2093-104,Plan Delivery Qty,06-Jan-25,Wed,80
822-2093-104,Plan Delivery Qty,06-Jan-25,Thu,80
822-2093-104,Plan Delivery Qty,06-Jan-25,Fri,80
822-2093-104,Plan Delivery Qty,06-Jan-25,Sat,
822-2093-104,Plan Delivery Qty,13-Jan-25,Sun,
822-2093-104,Plan Delivery Qty,13-Jan-25,Mon,80
822-2093-104,Plan Delivery Qty,13-Jan-25,Tue,80
822-2093-104,Plan Delivery Qty,13-Jan-25,Wed,80
822-2093-104,Plan Delivery Qty,13-Jan-25,Thu,80
822-2093-104,Plan Delivery Qty,13-Jan-25,Fri,80
822-2093-104,Plan Delivery Qty,13-Jan-25,Sat,
822-2093-104,Plan Delivery Qty,20-Jan-25,Sun,
822-2093-104,Plan Delivery Qty,20-Jan-25,Mon,80
822-2093-104,Plan Delivery Qty,20-Jan-25,Tue,80
822-2093-104,Plan Delivery Qty,20-Jan-25,Wed,80
822-2093-104,Plan Delivery Qty,20-Jan-25,Thu,80
822-2093-104,Plan Delivery Qty,20-Jan-25,Fri,80
822-2093-104+TL,Plan Build Qty,23-Dec-24,Sat,
822-2093-104+TL,Plan Build Qty,30-Dec-24,Sun,
822-2093-104+TL,Plan Build Qty,30-Dec-24,Mon,
822-2093-104+TL,Plan Build Qty,30-Dec-24,Tue,
822-2093-104+TL,Plan Build Qty,30-Dec-24,Wed,
822-2093-104+TL,Plan Build Qty,30-Dec-24,Thu,
822-2093-104+TL,Plan Build Qty,30-Dec-24,Fri,
822-2093-104+TL,Plan Build Qty,30-Dec-24,Sat,
822-2093-104+TL,Plan Build Qty,06-Jan-25,Sun,
822-2093-104+TL,Plan Build Qty,06-Jan-25,Mon,
822-2093-104+TL,Plan Build Qty,06-Jan-25,Tue,
822-2093-104+TL,Plan Build Qty,06-Jan-25,Wed,
822-2093-104+TL,Plan Build Qty,06-Jan-25,Thu,
822-2093-104+TL,Plan Build Qty,06-Jan-25,Fri,
822-2093-104+TL,Plan Build Qty,06-Jan-25,Sat,
822-2093-104+TL,Plan Build Qty,13-Jan-25,Sun,
822-2093-104+TL,Plan Build Qty,13-Jan-25,Mon,
822-2093-104+TL,Plan Build Qty,13-Jan-25,Tue,
822-2093-104+TL,Plan Build Qty,13-Jan-25,Wed,
822-2093-104+TL,Plan Build Qty,13-Jan-25,Thu,
822-2093-104+TL,Plan Build Qty,13-Jan-25,Fri,
822-2093-104+TL,Plan Build Qty,13-Jan-25,Sat,
822-2093-104+TL,Plan Build Qty,20-Jan-25,Sun,
822-2093-104+TL,Plan Build Qty,20-Jan-25,Mon,32
822-2093-104+TL,Plan Build Qty,20-Jan-25,Tue,80
822-2093-104+TL,Plan Build Qty,20-Jan-25,Wed,80
822-2093-104+TL,Plan Build Qty,20-Jan-25,Thu,80
822-2093-104+TL,Plan Build Qty,20-Jan-25,Fri,80
822-2093-104+TL,Plan Delivery Qty,23-Dec-24,Sat,
822-2093-104+TL,Plan Delivery Qty,30-Dec-24,Sun,
822-2093-104+TL,Plan Delivery Qty,30-Dec-24,Mon,
822-2093-104+TL,Plan Delivery Qty,30-Dec-24,Tue,
822-2093-104+TL,Plan Delivery Qty,30-Dec-24,Wed,
822-2093-104+TL,Plan Delivery Qty,30-Dec-24,Thu,
822-2093-104+TL,Plan Delivery Qty,30-Dec-24,Fri,
822-2093-104+TL,Plan Delivery Qty,30-Dec-24,Sat,
822-2093-104+TL,Plan Delivery Qty,06-Jan-25,Sun,
822-2093-104+TL,Plan Delivery Qty,06-Jan-25,Mon,
822-2093-104+TL,Plan Delivery Qty,06-Jan-25,Tue,
822-2093-104+TL,Plan Delivery Qty,06-Jan-25,Wed,
822-2093-104+TL,Plan Delivery Qty,06-Jan-25,Thu,
822-2093-104+TL,Plan Delivery Qty,06-Jan-25,Fri,
822-2093-104+TL,Plan Delivery Qty,06-Jan-25,Sat,
822-2093-104+TL,Plan Delivery Qty,13-Jan-25,Sun,
822-2093-104+TL,Plan Delivery Qty,13-Jan-25,Mon,
822-2093-104+TL,Plan Delivery Qty,13-Jan-25,Tue,
822-2093-104+TL,Plan Delivery Qty,13-Jan-25,Wed,
822-2093-104+TL,Plan Delivery Qty,13-Jan-25,Thu,
822-2093-104+TL,Plan Delivery Qty,13-Jan-25,Fri,
822-2093-104+TL,Plan Delivery Qty,13-Jan-25,Sat,
822-2093-104+TL,Plan Delivery Qty,20-Jan-25,Sun,
822-2093-104+TL,Plan Delivery Qty,20-Jan-25,Mon,
822-2093-104+TL,Plan Delivery Qty,20-Jan-25,Tue,32
822-2093-104+TL,Plan Delivery Qty,20-Jan-25,Wed,80
822-2093-104+TL,Plan Delivery Qty,20-Jan-25,Thu,80
822-2093-104+TL,Plan Delivery Qty,20-Jan-25,Fri,80
822-2093-511,Plan Build Qty,23-Dec-24,Sat,
822-2093-511,Plan Build Qty,30-Dec-24,Sun,
822-2093-511,Plan Build Qty,30-Dec-24,Mon,
822-2093-511,Plan Build Qty,30-Dec-24,Tue,
822-2093-511,Plan Build Qty,30-Dec-24,Wed,
822-2093-511,Plan Build Qty,30-Dec-24,Thu,11
822-2093-511,Plan Build Qty,30-Dec-24,Fri,
822-2093-511,Plan Build Qty,30-Dec-24,Sat,
822-2093-511,Plan Build Qty,06-Jan-25,Sun,
822-2093-511,Plan Build Qty,06-Jan-25,Mon,
822-2093-511,Plan Build Qty,06-Jan-25,Tue,
822-2093-511,Plan Build Qty,06-Jan-25,Wed,
822-2093-511,Plan Build Qty,06-Jan-25,Thu,
822-2093-511,Plan Build Qty,06-Jan-25,Fri,
822-2093-511,Plan Build Qty,06-Jan-25,Sat,
822-2093-511,Plan Build Qty,13-Jan-25,Sun,
822-2093-511,Plan Build Qty,13-Jan-25,Mon,
822-2093-511,Plan Build Qty,13-Jan-25,Tue,
822-2093-511,Plan Build Qty,13-Jan-25,Wed,
822-2093-511,Plan Build Qty,13-Jan-25,Thu,
822-2093-511,Plan Build Qty,13-Jan-25,Fri,
822-2093-511,Plan Build Qty,13-Jan-25,Sat,
822-2093-511,Plan Build Qty,20-Jan-25,Sun,
822-2093-511,Plan Build Qty,20-Jan-25,Mon,
822-2093-511,Plan Build Qty,20-Jan-25,Tue,
822-2093-511,Plan Build Qty,20-Jan-25,Wed,
822-2093-511,Plan Build Qty,20-Jan-25,Thu,
822-2093-511,Plan Build Qty,20-Jan-25,Fri,
822-2093-511,Plan Delivery Qty,23-Dec-24,Sat,
822-2093-511,Plan Delivery Qty,30-Dec-24,Sun,
822-2093-511,Plan Delivery Qty,30-Dec-24,Mon,
822-2093-511,Plan Delivery Qty,30-Dec-24,Tue,
822-2093-511,Plan Delivery Qty,30-Dec-24,Wed,
822-2093-511,Plan Delivery Qty,30-Dec-24,Thu,
822-2093-511,Plan Delivery Qty,30-Dec-24,Fri,11
822-2093-511,Plan Delivery Qty,30-Dec-24,Sat,
822-2093-511,Plan Delivery Qty,06-Jan-25,Sun,
822-2093-511,Plan Delivery Qty,06-Jan-25,Mon,
822-2093-511,Plan Delivery Qty,06-Jan-25,Tue,
822-2093-511,Plan Delivery Qty,06-Jan-25,Wed,
822-2093-511,Plan Delivery Qty,06-Jan-25,Thu,
822-2093-511,Plan Delivery Qty,06-Jan-25,Fri,
822-2093-511,Plan Delivery Qty,06-Jan-25,Sat,
822-2093-511,Plan Delivery Qty,13-Jan-25,Sun,
822-2093-511,Plan Delivery Qty,13-Jan-25,Mon,
822-2093-511,Plan Delivery Qty,13-Jan-25,Tue,
822-2093-511,Plan Delivery Qty,13-Jan-25,Wed,
822-2093-511,Plan Delivery Qty,13-Jan-25,Thu,
822-2093-511,Plan Delivery Qty,13-Jan-25,Fri,
822-2093-511,Plan Delivery Qty,13-Jan-25,Sat,
822-2093-511,Plan Delivery Qty,20-Jan-25,Sun,
822-2093-511,Plan Delivery Qty,20-Jan-25,Mon,
822-2093-511,Plan Delivery Qty,20-Jan-25,Tue,
822-2093-511,Plan Delivery Qty,20-Jan-25,Wed,
822-2093-511,Plan Delivery Qty,20-Jan-25,Thu,
822-2093-511,Plan Delivery Qty,20-Jan-25,Fri,
822-2093-511+TL,Plan Build Qty,23-Dec-24,Sat,
822-2093-511+TL,Plan Build Qty,30-Dec-24,Sun,
822-2093-511+TL,Plan Build Qty,30-Dec-24,Mon,
822-2093-511+TL,Plan Build Qty,30-Dec-24,Tue,
822-2093-511+TL,Plan Build Qty,30-Dec-24,Wed,
822-2093-511+TL,Plan Build Qty,30-Dec-24,Thu,11
822-2093-511+TL,Plan Build Qty,30-Dec-24,Fri,
822-2093-511+TL,Plan Build Qty,30-Dec-24,Sat,
822-2093-511+TL,Plan Build Qty,06-Jan-25,Sun,
822-2093-511+TL,Plan Build Qty,06-Jan-25,Mon,
822-2093-511+TL,Plan Build Qty,06-Jan-25,Tue,
822-2093-511+TL,Plan Build Qty,06-Jan-25,Wed,
822-2093-511+TL,Plan Build Qty,06-Jan-25,Thu,
822-2093-511+TL,Plan Build Qty,06-Jan-25,Fri,
822-2093-511+TL,Plan Build Qty,06-Jan-25,Sat,
822-2093-511+TL,Plan Build Qty,13-Jan-25,Sun,
822-2093-511+TL,Plan Build Qty,13-Jan-25,Mon,
822-2093-511+TL,Plan Build Qty,13-Jan-25,Tue,
822-2093-511+TL,Plan Build Qty,13-Jan-25,Wed,
822-2093-511+TL,Plan Build Qty,13-Jan-25,Thu,
822-2093-511+TL,Plan Build Qty,13-Jan-25,Fri,
822-2093-511+TL,Plan Build Qty,13-Jan-25,Sat,
822-2093-511+TL,Plan Build Qty,20-Jan-25,Sun,
822-2093-511+TL,Plan Build Qty,20-Jan-25,Mon,
822-2093-511+TL,Plan Build Qty,20-Jan-25,Tue,
822-2093-511+TL,Plan Build Qty,20-Jan-25,Wed,
822-2093-511+TL,Plan Build Qty,20-Jan-25,Thu,
822-2093-511+TL,Plan Build Qty,20-Jan-25,Fri,
822-2093-511+TL,Plan Delivery Qty,23-Dec-24,Sat,
822-2093-511+TL,Plan Delivery Qty,30-Dec-24,Sun,
822-2093-511+TL,Plan Delivery Qty,30-Dec-24,Mon,
822-2093-511+TL,Plan Delivery Qty,30-Dec-24,Tue,
822-2093-511+TL,Plan Delivery Qty,30-Dec-24,Wed,
822-2093-511+TL,Plan Delivery Qty,30-Dec-24,Thu,
822-2093-511+TL,Plan Delivery Qty,30-Dec-24,Fri,11
822-2093-511+TL,Plan Delivery Qty,30-Dec-24,Sat,
822-2093-511+TL,Plan Delivery Qty,06-Jan-25,Sun,
822-2093-511+TL,Plan Delivery Qty,06-Jan-25,Mon,
822-2093-511+TL,Plan Delivery Qty,06-Jan-25,Tue,
822-2093-511+TL,Plan Delivery Qty,06-Jan-25,Wed,
822-2093-511+TL,Plan Delivery Qty,06-Jan-25,Thu,
822-2093-511+TL,Plan Delivery Qty,06-Jan-25,Fri,
822-2093-511+TL,Plan Delivery Qty,06-Jan-25,Sat,
822-2093-511+TL,Plan Delivery Qty,13-Jan-25,Sun,
822-2093-511+TL,Plan Delivery Qty,13-Jan-25,Mon,
822-2093-511+TL,Plan Delivery Qty,13-Jan-25,Tue,
822-2093-511+TL,Plan Delivery Qty,13-Jan-25,Wed,
822-2093-511+TL,Plan Delivery Qty,13-Jan-25,Thu,
822-2093-511+TL,Plan Delivery Qty,13-Jan-25,Fri,
822-2093-511+TL,Plan Delivery Qty,13-Jan-25,Sat,
822-2093-511+TL,Plan Delivery Qty,20-Jan-25,Sun,
822-2093-511+TL,Plan Delivery Qty,20-Jan-25,Mon,
822-2093-511+TL,Plan Delivery Qty,20-Jan-25,Tue,
822-2093-511+TL,Plan Delivery Qty,20-Jan-25,Wed,
822-2093-511+TL,Plan Delivery Qty,20-Jan-25,Thu,
822-2093-511+TL,Plan Delivery Qty,20-Jan-25,Fri,
822-2347-204+TL,Plan Build Qty,23-Dec-24,Sat,
822-2347-204+TL,Plan Build Qty,30-Dec-24,Sun,
822-2347-204+TL,Plan Build Qty,30-Dec-24,Mon,
822-2347-204+TL,Plan Build Qty,30-Dec-24,Tue,
822-2347-204+TL,Plan Build Qty,30-Dec-24,Wed,
822-2347-204+TL,Plan Build Qty,30-Dec-24,Thu,
822-2347-204+TL,Plan Build Qty,30-Dec-24,Fri,
822-2347-204+TL,Plan Build Qty,30-Dec-24,Sat,
822-2347-204+TL,Plan Build Qty,06-Jan-25,Sun,
822-2347-204+TL,Plan Build Qty,06-Jan-25,Mon,
822-2347-204+TL,Plan Build Qty,06-Jan-25,Tue,
822-2347-204+TL,Plan Build Qty,06-Jan-25,Wed,
822-2347-204+TL,Plan Build Qty,06-Jan-25,Thu,
822-2347-204+TL,Plan Build Qty,06-Jan-25,Fri,
822-2347-204+TL,Plan Build Qty,06-Jan-25,Sat,
822-2347-204+TL,Plan Build Qty,13-Jan-25,Sun,
822-2347-204+TL,Plan Build Qty,13-Jan-25,Mon,
822-2347-204+TL,Plan Build Qty,13-Jan-25,Tue,
822-2347-204+TL,Plan Build Qty,13-Jan-25,Wed,
822-2347-204+TL,Plan Build Qty,13-Jan-25,Thu,
822-2347-204+TL,Plan Build Qty,13-Jan-25,Fri,
822-2347-204+TL,Plan Build Qty,13-Jan-25,Sat,
822-2347-204+TL,Plan Build Qty,20-Jan-25,Sun,
822-2347-204+TL,Plan Build Qty,20-Jan-25,Mon,
822-2347-204+TL,Plan Build Qty,20-Jan-25,Tue,
822-2347-204+TL,Plan Build Qty,20-Jan-25,Wed,
822-2347-204+TL,Plan Build Qty,20-Jan-25,Thu,
822-2347-204+TL,Plan Build Qty,20-Jan-25,Fri,
822-2347-204+TL,Plan Delivery Qty,23-Dec-24,Sat,
822-2347-204+TL,Plan Delivery Qty,30-Dec-24,Sun,
822-2347-204+TL,Plan Delivery Qty,30-Dec-24,Mon,
822-2347-204+TL,Plan Delivery Qty,30-Dec-24,Tue,
822-2347-204+TL,Plan Delivery Qty,30-Dec-24,Wed,
822-2347-204+TL,Plan Delivery Qty,30-Dec-24,Thu,
822-2347-204+TL,Plan Delivery Qty,30-Dec-24,Fri,
822-2347-204+TL,Plan Delivery Qty,30-Dec-24,Sat,
822-2347-204+TL,Plan Delivery Qty,06-Jan-25,Sun,
822-2347-204+TL,Plan Delivery Qty,06-Jan-25,Mon,
822-2347-204+TL,Plan Delivery Qty,06-Jan-25,Tue,
