FISCAL_YEAR,FISCAL_MONTH,FISCAL_WEEK,FY Qty Rate,SEGMENT1
2025,Dec25,48,875,987-3594-110
2025,Dec25,48,875,987-7173-080
2025,Dec25,48,875,987-7173-884+SA
2025,Dec25,48,875,987-8760-002
2025,Dec25,48,875,987-8760-002+TL
2025,Dec25,48,875,987-9055-202
2025,Dec25,48,875,987-9055-202+TL
2025,Dec25,48,875,987-9658-001
2025,Dec25,48,875,987-9705-001
2025,Dec25,48,875,987-9705-001+TL
2025,Dec25,48,875,987-9705-012
2025,Dec25,48,875,987-9705-012+TL
2025,Dec25,49,1216,277-1017-010
2025,Dec25,49,1216,523-0780737
2025,Dec25,49,1216,822-1600-138
2025,Dec25,49,1216,822-1600-138+TL
2025,Dec25,49,1216,822-2093-104
2025,Dec25,49,1216,822-2093-104+TL
2025,Dec25,49,1216,822-2093-511
2025,Dec25,49,1216,822-2347-504
2025,Dec25,49,1216,822-3078-002+TL
2025,Dec25,49,1216,822-3198-003
2025,Dec25,49,1216,822-3198-003+TL
2025,Dec25,49,1216,822-3255-001
2025,Dec25,49,1216,822-3396-002
2025,Dec25,49,1216,822-3396-002+TL
2025,Dec25,49,1216,822-3592-011
2025,Dec25,49,1216,822-3697-001+TL
2025,Dec25,49,1216,944-3765-008
2025,Dec25,49,1216,944-3767-105
2025,Dec25,49,1216,966-0460-004
2025,Dec25,49,1216,966-1831-005
2025,Dec25,49,1216,966-2083-244
2025,Dec25,49,1216,966-2083-344
2025,Dec25,49,1216,966-2083-364
2025,Dec25,49,1216,966-2083-964
2025,Dec25,49,1216,966-2083-974
2025,Dec25,49,1216,966-2188-104
2025,Dec25,49,1216,966-2303-001
2025,Dec25,49,1216,966-2359-009
2025,Dec25,49,1216,966-2700-004
2025,Dec25,49,1216,966-3200-104
2025,Dec25,49,1216,966-3648-001
2025,Dec25,49,1216,966-4333-003
2025,Dec25,49,1216,966-4516-007
2025,Dec25,49,1216,966-4518-006
2025,Dec25,49,1216,966-4550-012
2025,Dec25,49,1216,966-4560-002
2025,Dec25,49,1216,966-6586-004
2025,Dec25,49,1216,966-6586-005
2025,Dec25,49,1216,966-6973-004
2025,Dec25,49,1216,966-6973-103
2025,Dec25,49,1216,966-6973-104
2025,Dec25,49,1216,966-7400-011
2025,Dec25,49,1216,966-7964-004
2025,Dec25,49,1216,966-8303-003
2025,Dec25,49,1216,983-9834-111
2025,Dec25,49,1216,983-9834-111+SA
2025,Dec25,49,1216,983-9834-212+SA
2025,Dec25,49,1216,987-0018-661
2025,Dec25,49,1216,987-0018-661+PR
2025,Dec25,49,1216,987-1334-003
2025,Dec25,49,1216,987-2094-004
2025,Dec25,49,1216,987-2434-300
2025,Dec25,49,1216,987-2618-121
2025,Dec25,49,1216,987-2618-121+TL
2025,Dec25,49,1216,987-2618-221
2025,Dec25,49,1216,987-2618-321
2025,Dec25,49,1216,987-2618-321+TL
2025,Dec25,49,1216,987-3594-110
2025,Dec25,49,1216,987-7173-884+SA
2025,Dec25,49,1216,987-8760-002
2025,Dec25,49,1216,987-8760-002+TL
2025,Dec25,49,1216,987-9055-202
2025,Dec25,49,1216,987-9055-202+TL
2025,Dec25,49,1216,987-9658-001
2025,Dec25,49,1216,987-9705-001
2025,Dec25,49,1216,987-9705-001+TL
2025,Dec25,49,1216,987-9705-012
2025,Dec25,49,1216,987-9705-012+TL
2025,Dec25,50,1320,277-1017-010
2025,Dec25,50,1320,523-0780737
2025,Dec25,50,1320,601-0600-008
2025,Dec25,50,1320,822-1600-138
2025,Dec25,50,1320,822-1600-138+TL
2025,Dec25,50,1320,822-2093-104
2025,Dec25,50,1320,822-2093-104+TL
2025,Dec25,50,1320,822-3078-002+TL
2025,Dec25,50,1320,822-3198-003
2025,Dec25,50,1320,822-3198-003+TL
2025,Dec25,50,1320,822-3396-002
2025,Dec25,50,1320,822-3396-002+TL
2025,Dec25,50,1320,822-3396-012+TL
2025,Dec25,50,1320,822-3592-011
2025,Dec25,50,1320,822-3697-001+TL
2025,Dec25,50,1320,835-1032-010
2025,Dec25,50,1320,944-3765-008
2025,Dec25,50,1320,944-3767-105
2025,Dec25,50,1320,966-2052-405
2025,Dec25,50,1320,966-2083-244
2025,Dec25,50,1320,966-2083-364
2025,Dec25,50,1320,966-2083-964
2025,Dec25,50,1320,966-2083-974
2025,Dec25,50,1320,966-2083-984
2025,Dec25,50,1320,966-2335-002
2025,Dec25,50,1320,966-2859-010
2025,Dec25,50,1320,966-3648-001
2025,Dec25,50,1320,966-4516-007
2025,Dec25,50,1320,966-4518-006
2025,Dec25,50,1320,966-5704-005
2025,Dec25,50,1320,966-5704-015
2025,Dec25,50,1320,966-6584-014
2025,Dec25,50,1320,966-6586-004
2025,Dec25,50,1320,966-6586-005
2025,Dec25,50,1320,966-6969-004
2025,Dec25,50,1320,966-6971-005
2025,Dec25,50,1320,966-6973-003
2025,Dec25,50,1320,966-7400-011
2025,Dec25,50,1320,983-9834-111+SA
2025,Dec25,50,1320,983-9834-212+SA
2025,Dec25,50,1320,987-0018-661
2025,Dec25,50,1320,987-0018-661+PR
2025,Dec25,50,1320,987-1334-003
2025,Dec25,50,1320,987-2094-004
2025,Dec25,50,1320,987-2434-300
2025,Dec25,50,1320,987-2618-121
2025,Dec25,50,1320,987-2618-121+TL
2025,Dec25,50,1320,987-2618-221
2025,Dec25,50,1320,987-2618-221+TL
2025,Dec25,50,1320,987-2618-321
2025,Dec25,50,1320,987-2618-321+TL
2025,Dec25,50,1320,987-3594-110
2025,Dec25,50,1320,987-7173-884
2025,Dec25,50,1320,987-7173-884+SA
2025,Dec25,50,1320,987-8760-002
2025,Dec25,50,1320,987-8760-002+TL
2025,Dec25,50,1320,987-8770-002
2025,Dec25,50,1320,987-9055-202
2025,Dec25,50,1320,987-9055-202+TL
2025,Dec25,50,1320,987-9658-001
2025,Dec25,50,1320,987-9705-001
2025,Dec25,50,1320,987-9705-001+TL
2025,Dec25,50,1320,987-9705-012
2025,Dec25,51,1818,277-1017-010
2025,Dec25,51,1818,523-0780737
2025,Dec25,51,1818,822-1600-138
2025,Dec25,51,1818,822-1600-138+TL
2025,Dec25,51,1818,822-2093-104
2025,Dec25,51,1818,822-2093-104+TL
2025,Dec25,51,1818,822-2347-404+TL
2025,Dec25,51,1818,822-2347-424+TL
2025,Dec25,51,1818,822-2904-111+TL
2025,Dec25,51,1818,822-2904-211+TL
2025,Dec25,51,1818,822-3078-002+TL
2025,Dec25,51,1818,822-3198-003
2025,Dec25,51,1818,822-3198-003+TL
2025,Dec25,51,1818,822-3255-001+TL
2025,Dec25,51,1818,822-3396-002
2025,Dec25,51,1818,822-3396-002+TL
2025,Dec25,51,1818,822-3396-012+TL
2025,Dec25,51,1818,822-3592-011
2025,Dec25,51,1818,822-3634-502+TL
2025,Dec25,51,1818,822-3697-001+TL
2025,Dec25,51,1818,944-3765-008
2025,Dec25,51,1818,944-3767-105
2025,Dec25,51,1818,966-1831-005
2025,Dec25,51,1818,966-2083-244
2025,Dec25,51,1818,966-2083-344
2025,Dec25,51,1818,966-2083-364
2025,Dec25,51,1818,966-2083-964
2025,Dec25,51,1818,966-2083-974
2025,Dec25,51,1818,966-2188-005
2025,Dec25,51,1818,966-2300-482
2025,Dec25,51,1818,966-2359-009
2025,Dec25,51,1818,966-2700-004
2025,Dec25,51,1818,966-2859-010
2025,Dec25,51,1818,966-3200-004
2025,Dec25,51,1818,966-3648-001
2025,Dec25,51,1818,966-4333-003
2025,Dec25,51,1818,966-4516-007
2025,Dec25,51,1818,966-4518-006
2025,Dec25,51,1818,966-6586-004
2025,Dec25,51,1818,966-6586-005
2025,Dec25,51,1818,966-6973-004
2025,Dec25,51,1818,966-6973-103
2025,Dec25,51,1818,966-6973-104
2025,Dec25,51,1818,966-7400-011
2025,Dec25,51,1818,983-9834-111
2025,Dec25,51,1818,983-9834-111+SA
2025,Dec25,51,1818,983-9834-212
2025,Dec25,51,1818,983-9834-212+SA
2025,Dec25,51,1818,987-0018-661
2025,Dec25,51,1818,987-0018-661+PR
2025,Dec25,51,1818,987-1334-003
2025,Dec25,51,1818,987-2094-004
2025,Dec25,51,1818,987-2434-300
2025,Dec25,51,1818,987-2618-121
2025,Dec25,51,1818,987-2618-121+TL
2025,Dec25,51,1818,987-2618-221+TL
2025,Dec25,51,1818,987-2618-321
2025,Dec25,51,1818,987-2618-321+TL
2025,Dec25,51,1818,987-3594-110
2025,Dec25,51,1818,987-7173-080
2025,Dec25,51,1818,987-7173-884
2025,Dec25,51,1818,987-7173-884+SA
2025,Dec25,51,1818,987-8760-002
2025,Dec25,51,1818,987-8760-002+TL
2025,Dec25,51,1818,987-9055-202
2025,Dec25,51,1818,987-9658-001
2025,Dec25,51,1818,987-9705-001
2025,Dec25,51,1818,987-9705-001+TL
2025,Dec25,51,1818,987-9705-012+TL
2025,Dec25,52,967,277-1017-010
2025,Dec25,52,967,523-0780737
2025,Dec25,52,967,822-1600-138+TL
2025,Dec25,52,967,822-2093-104
2025,Dec25,52,967,822-2093-104+TL
2025,Dec25,52,967,822-2347-404+TL
2025,Dec25,52,967,822-2347-424+TL
2025,Dec25,52,967,822-2904-111+TL
2025,Dec25,52,967,822-2904-211+TL
2025,Dec25,52,967,822-3078-002+TL
2025,Dec25,52,967,822-3198-003
2025,Dec25,52,967,822-3198-003+TL
2025,Dec25,52,967,822-3255-001+TL
2025,Dec25,52,967,822-3396-002+TL
2025,Dec25,52,967,822-3396-012+TL
2025,Dec25,52,967,822-3527-012+TL
2025,Dec25,52,967,822-3592-011
2025,Dec25,52,967,822-3697-001+TL
2025,Dec25,52,967,835-1032-010
2025,Dec25,52,967,944-3765-008
2025,Dec25,52,967,966-2083-244
2025,Dec25,52,967,966-2083-964
2025,Dec25,52,967,966-2083-974
2025,Dec25,52,967,966-2303-001
2025,Dec25,52,967,966-2631-003
2025,Dec25,52,967,966-2700-004
2025,Dec25,52,967,966-6586-004
2025,Dec25,52,967,966-7400-011
2025,Dec25,52,967,983-9834-111
2025,Dec25,52,967,983-9834-111+SA
2025,Dec25,52,967,983-9834-212
2025,Dec25,52,967,983-9834-212+SA
2025,Dec25,52,967,987-0018-661
2025,Dec25,52,967,987-1334-003
2025,Dec25,52,967,987-2094-004
2025,Dec25,52,967,987-2434-300
2025,Dec25,52,967,987-2618-121+TL
2025,Dec25,52,967,987-2618-221+TL
2025,Dec25,52,967,987-2618-321
2025,Dec25,52,967,987-2618-321+TL
2025,Dec25,52,967,987-3594-110
2025,Dec25,52,967,987-7173-884
2025,Dec25,52,967,987-7173-884+SA
2025,Dec25,52,967,987-8760-002
2025,Dec25,52,967,987-9658-001
2025,Dec25,52,967,987-9705-001
2025,Dec25,52,967,987-9705-001+TL
2025,Dec25,52,967,987-9705-012+TL
